,Adresse,Anzahl Bewertungen,Anzahl Sterne,Art der Unterkunft,Ausstattung,Gesamtnote,Hotelpersonal,Komfort,Lage,Land,Link zu Unterkunft,Name des Hotels,Ort,Preis/Leistung,Sauberkeit,Kanton
2562,"Avenue Théodore Stéphani 2, 3963 Crans-Montana, Schweiz", 72 ,3,Hotel,"6,5"," 7,5 ","7,9","6,8","8,8", Schweiz,https://www.booking.com/hotel/ch/mirabeau-crans-montana.de.html,Hotel Mirabeau,"46.31222315,7.48227954","7,5","7,6",Wallis
2563,"Chrum 21, 3920 Zermatt, Schweiz", 409 ,3,Hotel,"9,1"," 9,5 ","9,8","9,3","9,7", Schweiz,https://www.booking.com/hotel/ch/garni-romantica.de.html,Hotel Romantica,"46.02108820,7.74573310","9,1","9,8",Wallis
2564,"Vispastrasse 4, 3920 Zermatt, Schweiz", 309 ,3,Hotel,"8,5"," 9,1 ","9,4","8,8","9,6", Schweiz,https://www.booking.com/hotel/ch/parnass.de.html,Hotel Parnass,"46.02083120,7.74956167","8,6","9,6",Wallis
2565,"Route des Creux 4, 1936 Verbier, Schweiz", 492 ,3,Hotel,"8,3"," 8,7 ","9,0","8,6","9,3", Schweiz,https://www.booking.com/hotel/ch/bristol-verbier-verbier.de.html,Hotel Bristol Verbier,"46.09657556,7.22934991","8,1","9,0",Wallis
2566,"Riedweg 156, 3920 Zermatt, Schweiz", 149 ,5,Hotel,"9,5"," 9,5 ","9,7","9,7","9,7", Schweiz,https://www.booking.com/hotel/ch/cervo-restaurant.de.html,CERVO Mountain Boutique Resort,"46.02190090,7.75440210","8,9","9,6",Wallis
2567,"Steinmattstrasse 85, 3920 Zermatt, Schweiz", 977 ,3,Hotel,"8,6"," 8,9 ","9,3","8,7","8,7", Schweiz,https://www.booking.com/hotel/ch/jagerhof-zermatt.de.html,Hotel Jägerhof,"46.01694399,7.74869800","8,5","9,3",Wallis
2568,"Riedstrasse 35, 3920 Zermatt, Schweiz", 395 ,2,Hotel,"9,1"," 9,4 ","9,5","9,3","9,1", Schweiz,https://www.booking.com/hotel/ch/dufour-zermatt.de.html,Hotel Dufour Alpin Superior,"46.01873211,7.75033414","9,3","9,7",Wallis
2569,"Obere Mattenstrasse 18, 3920 Zermatt, Schweiz", 470 ,2,Hotel,"7,5"," 8,4 ","9,2","7,7","9,2", Schweiz,https://www.booking.com/hotel/ch/alfa-zermatt.de.html,Hotel Alfa Zermatt,"46.02179412,7.74983257","8,1","8,5",Wallis
2570,"134a Route de Verbier, 1936 Verbier, Schweiz",NaN,,Hotel,NaN,NaN,NaN,NaN,NaN, Schweiz,https://www.booking.com/hotel/ch/hotelski.de.html,Hotelski,"46.09428690,7.21882790",NaN,NaN,Wallis
2571,"Englischer Viertel 3, 3920 Zermatt, Schweiz", 491 ,1-Stern-Hotel,Hotel,"7,9"," 8,8 ","9,4","8,3","9,3", Schweiz,https://www.booking.com/hotel/ch/tannenhof-zermatt.de.html,Hotel Tannenhof,"46.02033205,7.74711013","8,6","9,3",Wallis
2572,"Les Cerniers, 1871 Monthey, Schweiz", 182 ,,Hotel,"9,4"," 9,4 ","9,8","9,4","9,4", Schweiz,https://www.booking.com/hotel/ch/whitepod-concept-sa.de.html,Whitepod,"46.22364920,6.95279002","8,3","9,7",Wallis
2573,"La Tzoumaz, 1918 La Tzoumaz, Schweiz", 589 ,3,Hotel,"6,9"," 7,7 ","8,1","7,0","8,6", Schweiz,https://www.booking.com/hotel/ch/de-la-poste-mayens-de-riddes.de.html,Hotel - Restaurant de la Poste,"46.14467439,7.23435223","7,8","7,7",Wallis
2574,"Hanniggasse 1, 3906 Saas-Fee, Schweiz", 551 ,3,Hotel,"8,0"," 8,3 ","8,0","8,0","8,4", Schweiz,https://www.booking.com/hotel/ch/artemis.de.html,Artemis,"46.11035129,7.92843282","8,2","8,8",Wallis
2575,"Schluhmattstr. 101, 3920 Zermatt, Schweiz", 246 ,4,Hotel,"7,6"," 8,3 ","8,8","8,0","9,3", Schweiz,https://www.booking.com/hotel/ch/antares.de.html,Antares,"46.01568110,7.74314582","7,9","8,3",Wallis
2576,"Riffelalp, 3920 Zermatt, Schweiz", 156 ,5,Hotel,"9,7"," 9,6 ","9,6","9,8","9,7", Schweiz,https://www.booking.com/hotel/ch/riffelalp-resort-2222m-zermatt1.de.html,Riffelalp Resort 2222m Ski-in Ski-out,"46.00157047,7.75119513","8,7","9,8",Wallis
2577,"Dorfstrasse 43, 3906 Saas-Fee, Schweiz", 165 ,2,Hotel,"7,1"," 8,1 ","8,4","7,0","9,2", Schweiz,https://www.booking.com/hotel/ch/burgener.de.html,Hotel Burgener,"46.10499939,7.92469382","8,3","8,5",Wallis
2578,"Riedstrasse 3, 3920 Zermatt, Schweiz", 178 ,3,Hotel,"9,7"," 9,6 ","9,8","9,8","9,5", Schweiz,https://www.booking.com/hotel/ch/bellerive.de.html,Hotel Bellerive,"46.01855702,7.74898767","9,1","9,8",Wallis
2579,"Englisch-Gruss-Strasse 6, 3902 Brig, Schweiz", 1.665 ,3,Hotel,"7,7"," 8,3 ","8,5","7,8","8,9", Schweiz,https://www.booking.com/hotel/ch/good-night-inn.de.html,Good Night Inn,"46.31618959,7.98671991","8,4","8,4",Wallis
2580,"Ch. des Vernes 1, 1936 Verbier, Schweiz", 228 ,4,Hotel,"8,9"," 9,2 ","9,7","9,3","9,6", Schweiz,https://www.booking.com/hotel/ch/vanessa.de.html,Hôtel Vanessa,"46.09519652,7.22854686","8,4","9,5",Wallis
2581,"Oberdorfstrasse 134, 3920 Zermatt, Schweiz", 262 ,4,Hotel,"9,2"," 9,2 ","9,3","9,4","9,0", Schweiz,https://www.booking.com/hotel/ch/view-house-by-heinz-julen.de.html,Backstage Hotel Serviced Apartments,"46.01658670,7.74282333","8,7","9,4",Wallis
2582,"Saasthalstrasse, 3910 Saas-Grund, Schweiz", 129 ,3,Hotel,"8,3"," 8,6 ","8,9","8,4","8,2", Schweiz,https://www.booking.com/hotel/ch/eden-saas-grund.de.html,Eden,"46.13101765,7.93536708","8,6","9,1",Wallis
2583,"Bahnhofstrasse 1, 3920 Zermatt, Schweiz", 10 ,3,Hotel,"6,2"," 7,2 ","7,8","6,5","9,2", Schweiz,https://www.booking.com/hotel/ch/gornergrat-dorf.de.html,Gornergrat Dorf Hotel,"46.02339498,7.74796997","6,0","7,2",Wallis
2584,"Lac Grenon, 3963 Crans-Montana, Schweiz", 25 ,,Hotel,"8,7"," 9,1 ","9,6","8,5","9,5", Schweiz,https://www.booking.com/hotel/ch/lago-lodge.de.html,Auberge / Hôtel Lago Lodge,"46.31099481,7.47697413","9,1","9,2",Wallis
2585,"Route Bas-Vièze 13, 1875 Morgins, Schweiz", 235 ,3,Hotel,"9,0"," 9,0 ","9,3","9,0","9,0", Schweiz,https://www.booking.com/hotel/ch/helvetia-morgins.de.html,Helvetia hotel,"46.23808073,6.86071247","8,2","9,5",Wallis
2586,"Schanze 38, 3920 Zermatt, Schweiz",NaN,,Aparthotel,NaN,NaN,NaN,NaN,NaN, Schweiz,https://www.booking.com/hotel/ch/legendar-zermatt-zermatt.de.html,Legendär Zermatt,"46.01640100,7.74989000",NaN,NaN,Wallis
2587,"Untere Wiestistrasse 11, 3920 Zermatt, Schweiz", 537 ,3,Hotel,"8,9"," 9,0 ","9,3","9,1","8,5", Schweiz,https://www.booking.com/hotel/ch/phoenix-ag.de.html,Hotel Phoenix,"46.02447603,7.75371104","8,5","9,6",Wallis
2588,"Place Centrale 18, 1936 Verbier, Schweiz", 195 ,3,Hotel,"8,3"," 8,9 ","9,7","8,2","9,6", Schweiz,https://www.booking.com/hotel/ch/ermitage-verbier.de.html,Hotel Ermitage,"46.09597734,7.22827971","8,3","9,1",Wallis
2589,"Rue du Signal, 1938 Champex, Schweiz", 120 ,3,Hotel,"8,6"," 9,1 ","9,6","9,1","9,6", Schweiz,https://www.booking.com/hotel/ch/splendide-champex-lac.de.html,Hotel Splendide,"46.02583742,7.12366819","8,4","9,4",Wallis
2590,"Steinmattstrasse 32, 3920 Zermatt, Schweiz", 377 ,4,Hotel,"8,1"," 8,6 ","9,2","8,4","8,9", Schweiz,https://www.booking.com/hotel/ch/astoria-zermatt.de.html,Hotel Astoria,"46.01874142,7.74889112","8,2","8,9",Wallis
2591,"Postfach 33, 3992 Bettmeralp, Schweiz", 89 ,3 Sterne,Gasthaus,"9,3"," 9,5 ","9,8","9,3","9,7", Schweiz,https://www.booking.com/hotel/ch/chalet-bettmerhof.de.html,Chalet-Hotel Bettmerhof,"46.39191540,8.06695819","9,1","9,8",Wallis
2592,"Hofmattweg 3, 3920 Zermatt, Schweiz", 496 ,3,Hotel,"7,9"," 8,5 ","9,0","8,0","9,1", Schweiz,https://www.booking.com/hotel/ch/elite.de.html,Elite,"46.02130801,7.74853975","8,1","8,7",Wallis
2593,"Rue du Télécabine, 1993 Veysonnaz, Schweiz", 338 ,3,Hotel,"8,0"," 8,5 ","8,7","8,2","9,1", Schweiz,https://www.booking.com/hotel/ch/magrappe.de.html,Hôtel Magrappé,"46.19564551,7.34330893","8,4","8,5",Wallis
2594,"Hofmattstrasse 23, 3920 Zermatt, Schweiz", 134 ,,Hotel,"8,0"," 8,7 ","8,9","8,5","9,3", Schweiz,https://www.booking.com/hotel/ch/restaurant-le-mazot.de.html,Hotel-Restaurant le Mazot,"46.02078837,7.74914861","8,6","9,1",Wallis
2595,"route du Rawyl 42, 3963 Crans-Montana, Schweiz", 253 ,3,Hotel,"8,5"," 9,3 ","9,8","8,8","9,7", Schweiz,https://www.booking.com/hotel/ch/du-lac-crans-montana.de.html,Hotel du Lac,"46.30912539,7.47678638","9,3","9,5",Wallis
2596,"Luchernstrasse 31, 3920 Zermatt, Schweiz", 461 ,3,Hotel,"8,2"," 8,5 ","8,6","8,4","8,2", Schweiz,https://www.booking.com/hotel/ch/adonis-zermatt.de.html,Hotel Adonis,"46.01682292,7.74711013","8,3","9,1",Wallis
2597,"Zen Steckenstraße 4, 3920 Zermatt, Schweiz", 13 ,,Hotel,"9,8"," 9,5 ","9,4","9,6","9,6", Schweiz,https://www.booking.com/hotel/ch/22-summits-boutique.de.html,22 Summits Boutique Hotel,"46.01621200,7.74300000","8,7","9,8",Wallis
2598,"Chemin du Tunnel 2, 1873 Les Crosets, Schweiz", 107 ,,Hotel,"6,8"," 7,7 ","7,8","6,5","9,3", Schweiz,https://www.booking.com/hotel/ch/ha-tel-des-portes-du-soleil-sa.de.html,Hôtel des Portes du Soleil,"46.18406084,6.83254659","7,5","8,0",Wallis
2599,"Matterstrasse 31, 3920 Zermatt, Schweiz", 301 ,3,Hotel,"8,3"," 8,7 ","8,5","8,6","9,2", Schweiz,https://www.booking.com/hotel/ch/cheminee.de.html,Hotel Cheminee,"46.02238638,7.75140971","8,3","9,2",Wallis
2600,"Schluhmattstrasse 130, 3920 Zermatt, Schweiz", 301 ,3,Hotel,"8,7"," 8,9 ","9,0","8,9","8,7", Schweiz,https://www.booking.com/hotel/ch/mountain-paradise.de.html,Mountain Paradise,"46.01261689,7.74268180","8,4","9,3",Wallis
2601,"Untere Gasse 22, 3906 Saas-Fee, Schweiz",NaN,,Hotel,NaN," 8,7 ",NaN,NaN,NaN, Schweiz,https://www.booking.com/hotel/ch/astoria-saas-fee1.de.html,Hotel Astoria,"46.10653000,7.92578000",NaN,NaN,Wallis
2602,"Riedstrasse 5, 3920 Zermatt, Schweiz", 239 ,4,Hotel,"9,3"," 9,3 ","9,5","9,2","9,5", Schweiz,https://www.booking.com/hotel/ch/eden-zermatt.de.html,Hotel Eden Wellness,"46.01848997,7.74939805","8,3","9,6",Wallis
2603,"Hotel Aletsch Familie Eyholzer, 3992 Bettmeralp, Schweiz", 129 ,3,Hotel,"8,4"," 9,0 ","9,3","8,6","9,2", Schweiz,https://www.booking.com/hotel/ch/aletsch-bettmeralp.de.html,Hotel Aletsch,"46.39117274,8.06763411","8,7","9,4",Wallis
2604,"Matterstrasse 9, 3920 Zermatt, Schweiz", 167 ,4,Hotel,"9,0"," 9,2 ","9,6","9,1","9,6", Schweiz,https://www.booking.com/hotel/ch/metropol-spa-zermatt.de.html,Hotel Metropol & Spa Zermatt,"46.02162277,7.74985671","8,3","9,5",Wallis
2605,"Winkelmattenweg 96, 3920 Zermatt, Schweiz", 122 ,4,Hotel,"8,6"," 8,6 ","8,6","8,6","8,6", Schweiz,https://www.booking.com/hotel/ch/restaurant-suites-sonnmatten.de.html,Sonnmatten Boutique Hotel,"46.01298945,7.74499655","8,1","9,0",Wallis
2606,"Route du Petit Signal 3, 3963 Crans-Montana, Schweiz", 266 ,5,Hotel,"9,1"," 9,0 ","9,2","9,0","9,2", Schweiz,https://www.booking.com/hotel/ch/crans-ambassador.de.html,Crans Ambassador,"46.31228614,7.47746363","8,1","9,5",Wallis
2607,"Riederhornweg 9, 3987 Riederalp, Schweiz", 174 ,2,Hotel,"7,3"," 8,2 ","8,9","7,3","9,2", Schweiz,https://www.booking.com/hotel/ch/berghaus-toni.de.html,Berghaus Toni,"46.37725421,8.02528739","7,5","8,6",Wallis
2608,"Matterstrasse 39, 3920 Zermatt, Schweiz", 235 ,4,Hotel,"9,2"," 9,1 ","9,4","9,1","9,4", Schweiz,https://www.booking.com/hotel/ch/national-zermatt.de.html,Hotel National Zermatt,"46.02291160,7.75133193","8,2","9,4",Wallis
2609,"Saas-Fee, 3906 Saas-Fee, Schweiz", 154 ,4,Hotel,"9,1"," 9,1 ","9,4","9,1","9,2", Schweiz,https://www.booking.com/hotel/ch/saas-fee-schweizerhof.de.html,Schweizerhof Gourmet & Spa,"46.10777396,7.92420566","8,6","9,5",Wallis
2610,"Rue de Médran 12, 1936 Verbier, Schweiz", 157 ,3,Hotel,"7,7"," 8,4 ","8,6","8,0","9,4", Schweiz,https://www.booking.com/hotel/ch/de-la-poste.de.html,Hotel de la Poste Verbier,"46.09544074,7.23018944","8,0","8,7",Wallis
2611,"Route du Grand Paradis 33, 1874 Champéry, Schweiz", 28 ,,Hotel,"7,1"," 7,8 ","8,7","7,1","8,6", Schweiz,https://www.booking.com/hotel/ch/auberge-du-grand-paradis.de.html,Guest House du Grand Paradis,"46.16168116,6.85968786","7,2","7,9",Wallis
2612,"Rathausstrasse 16, 3954 Leukerbad, Schweiz", 671 ,3,Hotel,"7,9"," 8,5 ","8,8","8,1","9,3", Schweiz,https://www.booking.com/hotel/ch/romerhof.de.html,Hotel Römerhof,"46.37898067,7.62635976","8,1","8,9",Wallis
2613,"Hameau des Crosets, 1873 Les Crosets, Schweiz", 213 ,3,Hotel,"9,0"," 9,1 ","9,2","9,1","9,3", Schweiz,https://www.booking.com/hotel/ch/l-etable.de.html,Hotel L'Etable,"46.18453623,6.83746040","8,6","9,5",Wallis
2614,"Carovilla, 3961 Grimentz, Schweiz", 131 ,2 Sterne,Gasthaus,"8,1"," 8,6 ","9,0","8,3","9,3", Schweiz,https://www.booking.com/hotel/ch/de-moiry.de.html,Hotel de Moiry Supérieur,"46.18007741,7.57591009","8,0","9,0",Wallis
2615,"Riedweg 15, 3920 Zermatt, Schweiz", 110 ,3,Hotel,"9,4"," 9,4 ","9,8","9,5","9,0", Schweiz,https://www.booking.com/hotel/ch/bellavista.de.html,Hotel Bella Vista,"46.02016237,7.75149471","8,9","9,8",Wallis
2616,"Obere Dorfstrasse 6, 3906 Saas-Fee, Schweiz", 280 ,3,Hotel,"7,6"," 7,9 ","8,5","7,3","8,6", Schweiz,https://www.booking.com/hotel/ch/popcorn.de.html,Popcorn! Hotel,"46.10906078,7.92881370","7,3","7,9",Wallis
2617,"Rue du Scex 38, 1950 Sion, Schweiz", 498 ,3,Hotel,"7,5"," 7,9 ","8,4","7,7","8,0", Schweiz,https://www.booking.com/hotel/ch/castel-sion.de.html,Hotel Castel,"46.23236089,7.36820519","7,5","8,5",Wallis
2618,"Bahnhofstrasse 28, 3920 Zermatt, Schweiz", 183 ,4,Hotel,"8,9"," 9,2 ","9,6","9,1","9,7", Schweiz,https://www.booking.com/hotel/ch/pollux.de.html,Hotel Pollux,"46.02208466,7.74714500","8,6","9,5",Wallis
2619,"Place Centrale 1, 3967 Vercorin, Schweiz", 282 ,3,Hotel,"8,3"," 8,7 ","8,7","8,4","9,1", Schweiz,https://www.booking.com/hotel/ch/hotelvictoriavercorin.de.html,Hotel Victoria,"46.25713018,7.53077790","8,2","9,1",Wallis
2620,"Bahnhofstrasse 2, 3930 Visp, Schweiz", 417 ,3,Hotel,"8,6"," 8,8 ","8,9","8,6","9,3", Schweiz,https://www.booking.com/hotel/ch/visperhof.de.html,Visperhof,"46.29312613,7.88138688","8,3","9,3",Wallis
2621,"Vispastrasse 52, 3920 Zermatt, Schweiz", 259 ,4,Hotel,"9,0"," 9,0 ","9,1","9,1","9,0", Schweiz,https://www.booking.com/hotel/ch/la-ginabelle.de.html,Wellness Hotel La Ginabelle,"46.02410541,7.75229216","8,2","9,4",Wallis
2622,"Dorfstrasse, 3992 Bettmeralp, Schweiz", 151 ,3 Sterne,Gasthaus,"7,8"," 8,2 ","8,2","7,8","9,2", Schweiz,https://www.booking.com/hotel/ch/panorama-restaurant.de.html,Panorama Hotel & Restaurant,"46.38914406,8.06005687","7,4","8,7",Wallis
2623,"Hofmattstrasse 38, 3920 Zermatt, Schweiz", 244 ,3,Hotel,"8,4"," 8,8 ","9,0","8,6","9,4", Schweiz,https://www.booking.com/hotel/ch/excelsior-zermatt.de.html,Hotel Excelsior,"46.02090012,7.74904400","8,3","9,2",Wallis
2624,"Bettmeralp, 3992 Bettmeralp, Schweiz", 217 ,3,Hotel,"7,9"," 8,4 ","8,9","7,8","9,1", Schweiz,https://www.booking.com/hotel/ch/le-postillion.de.html,Hotel Le Postillion,"46.38941787,8.06239843","7,7","8,9",Wallis
2625,"Umfahrungsstrasse 2, 3984 Fiesch, Schweiz", 635 ,3,Hotel,"8,1"," 8,7 ","9,5","8,2","8,5", Schweiz,https://www.booking.com/hotel/ch/sporthotel-derby-fiesch.de.html,Berghotel Derby,"46.40135169,8.13816977","8,9","9,2",Wallis
2626,"Kurparkstrasse 24, 3954 Leukerbad, Schweiz", 472 ,4,Hotel,"8,6"," 8,8 ","8,8","8,7","9,4", Schweiz,https://www.booking.com/hotel/ch/kur-ferienhaus-volksheilbad.de.html,Therme 51° Hotel Physio & Spa,"46.37966902,7.62777060","8,2","9,1",Wallis
2627,"Oberdorfstrasse 106, 3920 Zermatt, Schweiz", 307 ,3,Hotel,"8,4"," 8,7 ","8,9","8,5","8,8", Schweiz,https://www.booking.com/hotel/ch/alpenblick-zermatt.de.html,Alpenblick Superior,"46.01718241,7.74422944","8,0","9,2",Wallis
2628,"Untere Maressenstrasse 26, 3954 Leukerbad, Schweiz", 499 ,3,Hotel,"8,1"," 8,8 ","9,5","8,3","9,2", Schweiz,https://www.booking.com/hotel/ch/astoria-leukerbad.de.html,Hotel Astoria,"46.37619942,7.62772232","8,4","9,1",Wallis
2629,"Hannigstrasse 41, 3906 Saas-Fee, Schweiz", 268 ,2,Hotel,"8,1"," 8,3 ","8,6","8,0","8,2", Schweiz,https://www.booking.com/hotel/ch/hoteleuropaannex.de.html,Hotel Europa Guest House,"46.11029550,7.92773545","8,3","8,6",Wallis
2630,"Goppenstrasse 28, 3954 Leukerbad, Schweiz", 274 ,3,Hotel,"8,7"," 9,1 ","9,3","9,0","9,0", Schweiz,https://www.booking.com/hotel/ch/alfa-leukerbad.de.html,Hotel Alfa Superieur - Leukerbad-Therme,"46.37467828,7.62760162","8,9","9,3",Wallis
2631,"Rue du Scex 10, 1950 Sion, Schweiz", 684 ,3,Hotel,"7,9"," 8,4 ","8,7","8,1","9,1", Schweiz,https://www.booking.com/hotel/ch/ha-tel-du-rha-ne.de.html,Hôtel du Rhône,"46.23178016,7.36348450","7,9","8,7",Wallis
2632,"Bodmenstrasse 12, 3920 Zermatt, Schweiz", 142 ,4,Hotel,"8,9"," 8,9 ","9,0","8,9","9,5", Schweiz,https://www.booking.com/hotel/ch/alex-zermatt.de.html,Resort Hotel Alex Zermatt,"46.02352620,7.74708867","8,1","9,2",Wallis
2633,"Steinmattstrasse 93, 3920 Zermatt, Schweiz", 246 ,4,Hotel,"8,9"," 9,0 ","9,5","9,1","8,7", Schweiz,https://www.booking.com/hotel/ch/albatros.de.html,Hotel Albatros,"46.01678567,7.74834126","8,3","9,4",Wallis
2634,"Place de la telecabine, 1997 Nendaz, Schweiz", 225 ,3 Sterne,Gasthaus,"7,7"," 8,4 ","9,3","7,8","9,3", Schweiz,https://www.booking.com/hotel/ch/edelweiss-haute-nendaz.de.html,Hotel Edelweiss,"46.18028355,7.29109704","8,0","8,6",Wallis
2635,"Rue du Village 9, 1874 Champéry, Schweiz", 187 ,2,Hotel,"7,5"," 8,2 ","9,0","7,6","8,7", Schweiz,https://www.booking.com/hotel/ch/hoteldesalpeschampery.de.html,Hotel Des Alpes,"46.18076269,6.87297553","7,7","8,4",Wallis
2636,"Place de l'Eglise, 3961 Saint-Luc, Schweiz", 64 ,,Hotel,"8,4"," 9,0 ","9,5","8,6","9,6", Schweiz,https://www.booking.com/hotel/ch/ha-tel-le-grand-chalet-favre.de.html,Hôtel Le Grand Chalet Favre,"46.22015782,7.59710088","8,4","9,5",Wallis
2637,"Rue Principale, 1938 Champex, Schweiz", 101 ,3,Hotel,"8,1"," 8,6 ","8,8","8,5","9,2", Schweiz,https://www.booking.com/hotel/ch/du-glacier.de.html,Hôtel du Glacier,"46.03101265,7.11409271","7,9","9,1",Wallis
2638,"Bellwald, 3997 Bellwald, Schweiz", 52 ,4,Hotel,"7,9"," 8,4 ","8,8","8,3","9,2", Schweiz,https://www.booking.com/hotel/ch/restaurant-zur-alten-gasse.de.html,Hotel Restaurant Zur alten Gasse,"46.42793959,8.16189122","7,6","8,8",Wallis
2639,"Zur Gasse, 3954 Leukerbad, Schweiz", 493 ,3,Hotel,"8,3"," 8,8 ","9,3","8,6","8,9", Schweiz,https://www.booking.com/hotel/ch/beau-sejour-leukerbad.de.html,Hotel Beau-Séjour,"46.38178213,7.62642145","8,5","9,3",Wallis
2640,"Tuftstr. 17, 3954 Leukerbad, Schweiz", 278 ,5,Hotel,"8,8"," 9,1 ","9,4","9,3","9,4", Schweiz,https://www.booking.com/hotel/ch/les-sources-des-alpes.de.html,Hôtel Les Sources des Alpes,"46.38023339,7.62998879","8,4","9,5",Wallis
2641,"Furkastrasse 75, 3984 Fiesch, Schweiz", 392 ,3,Hotel,"6,9"," 7,6 ","7,6","7,0","8,4", Schweiz,https://www.booking.com/hotel/ch/fiescherhof.de.html,Hotel Fiescherhof,"46.40279403,8.13678145","7,6","8,0",Wallis
2642,"2 Route de Largey, 1973 Nax, Schweiz", 32 ,,Hotel,"7,7"," 8,4 ","8,9","7,3","9,0", Schweiz,https://www.booking.com/hotel/ch/mont-noble-nax.de.html,Hotel Mont-Noble,"46.22840100,7.42889800","8,4","9,0",Wallis
2643,"Klein Matterhorn, 3920 Zermatt, Schweiz", 199 ,,Hotel,"7,6"," 8,3 ","8,4","7,7","9,6", Schweiz,https://www.booking.com/hotel/ch/schwarzsee.de.html,Hotel Schwarzsee,"45.99090736,7.71023244","7,7","8,6",Wallis
2644,"Chemin des Cibles 17 , 1997 Nendaz, Schweiz", 416 ,4,Hotel,"9,4"," 9,2 ","9,1","9,4","9,2", Schweiz,https://www.booking.com/hotel/ch/nendaz-4-valla-c-es.de.html,Nendaz 4 Vallées & SPA,"46.18104497,7.29008585","8,2","9,6",Wallis
2645,"Riedstrasse 18, 3920 Zermatt, Schweiz", 357 ,4,Hotel,"9,5"," 9,5 ","9,7","9,6","9,3", Schweiz,https://www.booking.com/hotel/ch/europe-zermatt.de.html,Europe Hotel & Spa,"46.01789580,7.74946779","8,8","9,8",Wallis
2646,"Kurparkstrasse 15, 3954 Leukerbad, Schweiz", 407 ,3,Hotel,"8,3"," 8,8 ","9,1","8,4","9,4", Schweiz,https://www.booking.com/hotel/ch/apparthotel-da-la.de.html,Hotel dala,"46.37930819,7.62843311","8,4","9,0",Wallis
2647,"Dorfstrasse, 3992 Bettmeralp, Schweiz", 131 ,4,Hotel,"9,0"," 9,1 ","9,3","9,2","9,3", Schweiz,https://www.booking.com/hotel/ch/la-cabane.de.html,Hotel La Cabane,"46.39163864,8.06600869","8,3","9,7",Wallis
2648,"Chemin du Tunnel 4, 1873 Les Crosets, Schweiz", 150 ,,Hotel,"5,8"," 6,7 ","6,4","6,0","8,9", Schweiz,https://www.booking.com/hotel/ch/rayon-de-soleil.de.html,Hotel Rayon de Soleil,"46.18318479,6.83282252","6,1","7,1",Wallis
2649,"Postfach, 3987 Riederalp, Schweiz", 132 ,3,Hotel,"7,1"," 8,0 ","8,5","7,3","9,0", Schweiz,https://www.booking.com/hotel/ch/art-furrer-resort.de.html,Hotel Art Furrer,"46.38006685,8.03282976","7,2","8,5",Wallis
2650,"Bettmeralp, 3992 Bettmeralp, Schweiz", 98 ,,Hotel,"8,5"," 9,0 ","9,6","8,6","9,2", Schweiz,https://www.booking.com/hotel/ch/slalom.de.html,Hotel Slalom,"46.38898125,8.06164205","8,5","9,6",Wallis
2651,"Route du Centre Thermal, 1913 Saillon, Schweiz", 1.076 ,4,Hotel,"9,0"," 8,9 ","9,0","8,9","8,9", Schweiz,https://www.booking.com/hotel/ch/des-bains-de-saillon-saillon.de.html,Hotel des Bains de Saillon,"46.17308853,7.19488084","8,1","9,3",Wallis
2652,"Grimsel Passhöhe, 3999 Oberwald, Schweiz", 121 ,,Hotel,"9,0"," 9,2 ","9,5","9,2","9,7", Schweiz,https://www.booking.com/hotel/ch/grimsel-passhohe.de.html,Hotel Grimsel Passhöhe,"46.56146856,8.33805442","7,9","9,8",Wallis
2653,"Bahnhofplatz 7, 3930 Visp, Schweiz", 345 ,3,Hotel,"7,5"," 8,2 ","8,6","7,5","9,0", Schweiz,https://www.booking.com/hotel/ch/elite-visp.de.html,Elite,"46.29326328,7.88196892","7,6","8,6",Wallis
2654,"Rue Louis Antille 9, 3963 Crans-Montana, Schweiz", 369 ,3,Hotel,"8,3"," 8,8 ","9,0","8,4","9,3", Schweiz,https://www.booking.com/hotel/ch/olympic.de.html,Hotel Olympic - Montana Center,"46.31162288,7.48106986","8,4","9,1",Wallis
2655,"Postfach, 3906 Saas-Fee, Schweiz", 344 ,5,Hotel,"8,7"," 8,8 ","9,0","8,8","9,3", Schweiz,https://www.booking.com/hotel/ch/ferienort-resort-spa.de.html,Hotel Ferienart Resort & Spa,"46.10841923,7.92676985","7,9","9,1",Wallis
2656,"Zer Bännu 22, 3920 Zermatt, Schweiz", 213 ,3,Hotel,"9,6"," 9,4 ","9,7","9,7","8,5", Schweiz,https://www.booking.com/hotel/ch/alpenlodge.de.html,Alpenlodge,"46.02677045,7.75561541","8,9","9,8",Wallis
2657,"Bellwald, 3997 Bellwald, Schweiz", 78 ,3,Hotel,"8,7"," 9,0 ","9,3","8,8","8,9", Schweiz,https://www.booking.com/hotel/ch/bellwald.de.html,Hotel Bellwald,"46.42590370,8.15808892","8,5","9,5",Wallis
2658,"Neue Kantonsstrasse, 3929 Täsch, Schweiz", 429 ,,Hotel,"8,3"," 8,6 ","8,3","8,7","8,7", Schweiz,https://www.booking.com/hotel/ch/welcome-tasch.de.html,Welcome Hotel Täsch,"46.07191320,7.77761221","8,5","9,0",Wallis
2659,"Rathausstrasse 36, 3954 Leukerbad, Schweiz", 202 ,3,Hotel,"8,1"," 8,7 ","9,2","8,2","9,3", Schweiz,https://www.booking.com/hotel/ch/alpenblick-leukerbad1.de.html,Hotel Alpenblick-Leukerbad-Therme,"46.37697310,7.62604830","8,4","9,0",Wallis
